TARGET_ATTRIBUTE_ID,SOURCE_NAME,ATTRIBUTE_NAME,URL,VALUE,predicate_name
5300,www.cambuy.com.au,lens,http:///www.cambuy.com.au/128,nikkor lens with 3x optical zoom,zoom_optical
5300,www.cambuy.com.au,lens,http:///www.cambuy.com.au/26,nikkor lens with 3x optical zoom,zoom_optical
5300,www.cambuy.com.au,lens,http:///www.cambuy.com.au/93,nikkor lens with 60x optical zoom,zoom_optical
5300,www.cambuy.com.au,lens,http:///www.cambuy.com.au/144,nikkor lens with 60x optical zoom,zoom_optical
5300,www.cambuy.com.au,lens,http:///www.cambuy.com.au/105,nikkor lens with 7.1x optical zoom,zoom_optical
5300,buy.net,normalizedoptical zoom,http:///buy.net/5413,5,zoom_optical
5300,buy.net,normalizedoptical zoom,http:///buy.net/4266,10,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/5466,50 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6689,3 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/5891,10 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/5698,3.1 x (lens 1) - 3.6 x (lens 2),zoom_optical
5300,buy.net,optical zoom,http:///buy.net/5946,3 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6212,5 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6370,63 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6287,16 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6687,46 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/5403,12 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6110,50 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6293,4 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6753,5 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/5842,30 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6088,5 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6783,3 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/5904,42 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/5473,16 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6204,3 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/5514,4 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/5970,3 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/4312,21 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6433,10.7 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6601,3 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6078,18 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6171,3.8 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6417,3 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/5966,60 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/5889,12 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6145,18 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/5413,5 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/5901,30 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6478,30 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/5427,63 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6207,3.5 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/4319,7.8 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/5803,3.1 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/5389,3 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/5687,50 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6502,4.37 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6545,5 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/4309,12 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/5791,5.8 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6228,60 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/5381,3 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6051,3 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/4266,10 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6036,16 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6511,3.1 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6447,3 x,zoom_optical
5300,buy.net,optical zoom,http:///buy.net/6003,3 x (lens 1) - 3.6 x (lens 2),zoom_optical
5300,cammarkt.com,optical zoom,http:///cammarkt.com/204,"3x unlike optical zoom, digital zoom magnifies the pixels but not the actual image. the resulting image appears bigger, but is not as sharp as with an optical zoom",zoom_optical
5300,cammarkt.com,optical zoom,http:///cammarkt.com/287,"3x unlike optical zoom, digital zoom magnifies the pixels but not the actual image. the resulting image appears bigger, but is not as sharp as with an optical zoom",zoom_optical
5300,cammarkt.com,optical zoom,http:///cammarkt.com/51,3x auto focus type,zoom_optical
5300,cammarkt.com,optical zoom,http:///cammarkt.com/29,"7.5x higher-end cameras may allow you to separate the camera body from the lens, allowing you to interchange lenses for different types of photography.|7.5x the sensor in a digital camera is composed of pixels, which are tiny light-sensitive squares. the sensors in most cameras today are made up of millions of pixels, each one registering the brightness of the light striking it as the photo is taken. a megapixel is the term used for a million pixels Ã¢ÂÂ and the more megapixels an imaging sensor has, the higher the camera's potential resolution. on the other hand, the megapixels determine the size of the print, so higher megapixels means larger print sizes, for examples, 6 megapixels are good for 8 x 10 in. prints, 8 megapixels are good for 16 x 20 in. prints",zoom_optical
5300,cammarkt.com,optical zoom,http:///cammarkt.com/325,"3x the sensor in a digital camera is composed of pixels, which are tiny light-sensitive squares. the sensors in most cameras today are made up of millions of pixels, each one registering the brightness of the light striking it as the photo is taken. a megapixel is the term used for a million pixels Ã¢ÂÂ and the more megapixels an imaging sensor has, the higher the camera's potential resolution. on the other hand, the megapixels determine the size of the print, so higher megapixels means larger print sizes, for examples, 6 megapixels are good for 8 x 10 in. prints, 8 megapixels are good for 16 x 20 in. prints.|3x",zoom_optical
5300,cammarkt.com,optical zoom,http:///cammarkt.com/99,7.8x,zoom_optical
5300,cammarkt.com,optical zoom,http:///cammarkt.com/61,3.5x,zoom_optical
5300,cammarkt.com,optical zoom,http:///cammarkt.com/203,"3x the sensor in a digital camera is composed of pixels, which are tiny light-sensitive squares. the sensors in most cameras today are made up of millions of pixels, each one registering the brightness of the light striking it as the photo is taken. a megapixel is the term used for a million pixels Ã¢ÂÂ and the more megapixels an imaging sensor has, the higher the camera's potential resolution. on the other hand, the megapixels determine the size of the print, so higher megapixels means larger print sizes, for examples, 6 megapixels are good for 8 x 10 in. prints, 8 megapixels are good for 16 x 20 in. prints.|3x",zoom_optical
5300,cammarkt.com,optical zoom,http:///cammarkt.com/344,"without optical zoom the sensor in a digital camera is composed of pixels, which are tiny light-sensitive squares. the sensors in most cameras today are made up of millions of pixels, each one registering the brightness of the light striking it as the photo is taken. a megapixel is the term used for a million pixels Ã¢ÂÂ and the more megapixels an imaging sensor has, the higher the camera's potential resolution. on the other hand, the megapixels determine the size of the print, so higher megapixels means larger print sizes, for examples, 6 megapixels are good for 8 x 10 in. prints, 8 megapixels are good for 16 x 20 in. prints.|without optical zoom higher-end cameras may allow you to separate the camera body from the lens, allowing you to interchange lenses for different types of photography",zoom_optical
5300,cammarkt.com,optical zoom,http:///cammarkt.com/81,3x,zoom_optical
5300,cammarkt.com,optical zoom,http:///cammarkt.com/484,"without optical zoom higher-end cameras may allow you to separate the camera body from the lens, allowing you to interchange lenses for different types of photography.|without optical zoom the sensor in a digital camera is composed of pixels, which are tiny light-sensitive squares. the sensors in most cameras today are made up of millions of pixels, each one registering the brightness of the light striking it as the photo is taken. a megapixel is the term used for a million pixels Ã¢ÂÂ and the more megapixels an imaging sensor has, the higher the camera's potential resolution. on the other hand, the megapixels determine the size of the print, so higher megapixels means larger print sizes, for examples, 6 megapixels are good for 8 x 10 in. prints, 8 megapixels are good for 16 x 20 in. prints",zoom_optical
5300,cammarkt.com,optical zoom,http:///cammarkt.com/232,"3x the sensor in a digital camera is composed of pixels, which are tiny light-sensitive squares. the sensors in most cameras today are made up of millions of pixels, each one registering the brightness of the light striking it as the photo is taken. a megapixel is the term used for a million pixels Ã¢ÂÂ and the more megapixels an imaging sensor has, the higher the camera's potential resolution. on the other hand, the megapixels determine the size of the print, so higher megapixels means larger print sizes, for examples, 6 megapixels are good for 8 x 10 in. prints, 8 megapixels are good for 16 x 20 in. prints.|3x",zoom_optical
5300,cammarkt.com,optical zoom,http:///cammarkt.com/50,"11x higher-end cameras may allow you to separate the camera body from the lens, allowing you to interchange lenses for different types of photography.|11x the sensor in a digital camera is composed of pixels, which are tiny light-sensitive squares. the sensors in most cameras today are made up of millions of pixels, each one registering the brightness of the light striking it as the photo is taken. a megapixel is the term used for a million pixels Ã¢ÂÂ and the more megapixels an imaging sensor has, the higher the camera's potential resolution. on the other hand, the megapixels determine the size of the print, so higher megapixels means larger print sizes, for examples, 6 megapixels are good for 8 x 10 in. prints, 8 megapixels are good for 16 x 20 in. prints",zoom_optical
5300,cammarkt.com,optical zoom,http:///cammarkt.com/186,"3x the sensor in a digital camera is composed of pixels, which are tiny light-sensitive squares. the sensors in most cameras today are made up of millions of pixels, each one registering the brightness of the light striking it as the photo is taken. a megapixel is the term used for a million pixels Ã¢ÂÂ and the more megapixels an imaging sensor has, the higher the camera's potential resolution. on the other hand, the megapixels determine the size of the print, so higher megapixels means larger print sizes, for examples, 6 megapixels are good for 8 x 10 in. prints, 8 megapixels are good for 16 x 20 in. prints.|3x",zoom_optical
5300,cammarkt.com,optical zoom,http:///cammarkt.com/103,"10x|10x higher-end cameras may allow you to separate the camera body from the lens, allowing you to interchange lenses for different types of photography",zoom_optical
5300,cammarkt.com,optical zoom,http:///cammarkt.com/73,"without optical zoom the sensor in a digital camera is composed of pixels, which are tiny light-sensitive squares. the sensors in most cameras today are made up of millions of pixels, each one registering the brightness of the light striking it as the photo is taken. a megapixel is the term used for a million pixels Ã¢ÂÂ and the more megapixels an imaging sensor has, the higher the camera's potential resolution. on the other hand, the megapixels determine the size of the print, so higher megapixels means larger print sizes, for examples, 6 megapixels are good for 8 x 10 in. prints, 8 megapixels are good for 16 x 20 in. prints.|without optical zoom higher-end cameras may allow you to separate the camera body from the lens, allowing you to interchange lenses for different types of photography",zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/2796,5x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/2392,5x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/1914,4x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/1957,yes|3x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/2131,3x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/1835,3x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/1985,5x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/2027,16x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/1804,10|10x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/2194,30x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/2446,4x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/2723,5|5x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/2821,4x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/908,3.7x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/2078,3x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/2573,30x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/2974,3x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/2913,10x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/2880,5x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/2973,3|3x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/2021,14x|14,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/2576,16x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/2404,3x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/2206,4x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/649,3x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/1778,16x|20x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/2630,3x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/1864,3x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/1820,yes|3x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/2294,5x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/2301,18x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/1035,3x,zoom_optical
5300,www.buzzillions.com,optical zoom,http:///www.buzzillions.com/2750,3.6|3.6x,zoom_optical
5300,www.cambuy.com.au,optical zoom,http:///www.cambuy.com.au/5,3.1x,zoom_optical
5300,www.cambuy.com.au,optical zoom,http:///www.cambuy.com.au/118,5x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/53829,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/56812,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/59583,5.8x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/24040,18x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/25151,4x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/57345,50x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/44573,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/48282,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/47191,5.8x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/45237,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/43571,optional,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/53583,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/43178,18x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/55904,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/59124,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/59340,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/43715,30x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/24155,3.1x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/42039,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/44163,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/45880,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/46548,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/60282,4x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/55333,16x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/24056,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/59289,3.1x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/47509,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/57185,18x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/59347,7.5x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/60207,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/42386,10x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/54952,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/44975,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/47957,16x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/54324,3x|3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/45013,5x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/56840,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/55132,30x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/24126,3.1x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/53319,10x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/42802,3.1x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/45676,7.8x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/53506,10x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/44852,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/55156,10x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/55998,60x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/56911,7.5x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/48647,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/56994,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/57137,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/47740,3.1x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/57189,10x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/44944,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/45309,5.8x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/56439,3.1x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/47056,3.1x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/47748,none,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/48557,3.8x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/58818,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/54065,50x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/48588,3.1x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/54634,5x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/44386,14x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/48089,4x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/44696,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/55304,6x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/53837,4x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/47735,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/60033,16x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/58561,6x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/46974,18x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/47581,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/56499,3.1x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/59381,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/45952,5x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/25098,14x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/52719,30x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/56913,50x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/44118,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/54674,10x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/43509,5x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/60187,30x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/24749,18x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/45085,5x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/58944,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/58865,none,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/56176,30x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/57011,18x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/60786,60x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/43228,10x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/46105,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/48374,10x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/60533,3.1x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/54551,3.1x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/55509,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/47043,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/59914,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/23890,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/52843,4x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/54512,18x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/46089,30x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/45846,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/24229,none,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/43031,7.5x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/24972,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/59001,3.1x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/53123,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/52998,7.8x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/56009,5x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/60718,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/48009,30x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/47903,18x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/44928,4x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/44206,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/24211,4x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/43729,50x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/47522,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/47065,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/56496,4x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/47384,18x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/54465,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/57039,14x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/56618,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/48482,5x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/48732,none,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/45102,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/59830,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/45318,4x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/43984,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/48984,5x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/54129,5x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/57355,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/54238,3.1x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/60328,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/54358,5.8x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/24966,12x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/47402,3x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/57488,30x|30x mpn: 8409b001,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/52948,5x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/42553,3.1x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/45357,3.8x,zoom_optical
5300,www.ebay.com,optical zoom,http:///www.ebay.com/60384,3.8x,zoom_optical
